time,latitude,longitude,npp,zooc
1998-01-01,-32.166668,115.75001,2532.9243,0.6444473
1998-01-02,-32.166668,115.75001,2104.9062,0.65600586
1998-01-03,-32.166668,115.75001,3189.8828,0.6328888
1998-01-04,-32.166668,115.75001,2123.8882,0.66467285
1998-01-05,-32.166668,115.75001,2129.9067,0.5837555
1998-01-06,-32.166668,115.75001,2344.9575,0.49995422
1998-01-07,-32.166668,115.75001,2334.0776,0.5664215
1998-01-08,-32.166668,115.75001,2118.7954,1.1415024
1998-01-09,-32.166668,115.75001,2317.1792,0.8438492
1998-01-10,-32.166668,115.75001,2750.0586,0.46816254
1998-01-11,-32.166668,115.75001,1993.0981,0.4305954
1998-01-12,-32.166668,115.75001,3188.957,0.47972107
1998-01-13,-32.166668,115.75001,1331.9731,0.62999725
1998-01-14,-32.166668,115.75001,866.9165,0.6531143
1998-01-15,-32.166668,115.75001,876.8706,0.7369232
1998-01-16,-32.166668,115.75001,956.96484,0.57798004
1998-01-17,-32.166668,115.75001,2913.9512,0.4219284
1998-01-18,-32.166668,115.75001,2920.896,0.5230713
1998-01-19,-32.166668,115.75001,2884.0894,0.61265564
1998-01-20,-32.166668,115.75001,3342.2012,0.6444473
1998-01-21,-32.166668,115.75001,1324.1025,0.6588974
1998-01-22,-32.166668,115.75001,2367.8745,0.65600586
1998-01-23,-32.166668,115.75001,1922.0317,0.6791229
1998-01-24,-32.166668,115.75001,2494.0347,0.62999725
1998-01-25,-32.166668,115.75001,3325.997,0.4912796
1998-01-26,-32.166668,115.75001,2421.1167,0.50284576
1998-01-27,-32.166668,115.75001,2392.8755,0.5750885
1998-01-28,-32.166668,115.75001,2516.9521,0.42481232
1998-01-29,-32.166668,115.75001,2464.1729,0.4045868
1998-01-30,-32.166668,115.75001,2761.8647,0.45949554
1998-01-31,-32.166668,115.75001,2703.9932,0.67045593
1998-02-01,-32.166668,115.75001,3014.8794,0.5259628
1998-02-02,-32.166668,115.75001,2089.165,0.58664703
1998-02-03,-32.166668,115.75001,3016.963,0.6588974
1998-02-04,-32.166668,115.75001,2467.877,0.75426483
1998-02-05,-32.166668,115.75001,3632.948,0.77449036
1998-02-06,-32.166668,115.75001,1966.9404,0.8467407
1998-02-07,-32.166668,115.75001,1835.919,0.85829926
1998-02-08,-32.166668,115.75001,2484.081,0.65600586
1998-02-09,-32.166668,115.75001,2381.7637,0.72247314
1998-02-10,-32.166668,115.75001,2722.0488,1.0143509
1998-02-11,-32.166668,115.75001,1559.061,1.1126022
1998-02-12,-32.166668,115.75001,2926.9146,0.6444473
1998-02-13,-32.166668,115.75001,2419.959,0.4912796
1998-02-14,-32.166668,115.75001,3007.9346,0.43637848
1998-02-15,-32.166668,115.75001,1931.06,0.47683716
1998-02-16,-32.166668,115.75001,3525.0754,0.41903687
1998-02-17,-32.166668,115.75001,1609.294,0.56352997
1998-02-18,-32.166668,115.75001,1404.8911,0.60398865
1998-02-19,-32.166668,115.75001,2672.0479,0.5259628
1998-02-20,-32.166668,115.75001,2875.0615,0.52017975
1998-02-21,-32.166668,115.75001,2554.9155,0.5086212
1998-02-22,-32.166668,115.75001,1916.939,0.5144043
1998-02-23,-32.166668,115.75001,2252.1313,0.5808716
1998-02-24,-32.166668,115.75001,1545.1719,0.71380615
1998-02-25,-32.166668,115.75001,1441.9292,0.64733887
1998-02-26,-32.166668,115.75001,2045.1826,0.70513153
1998-02-27,-32.166668,115.75001,1884.0679,0.6762314
1998-02-28,-32.166668,115.75001,2739.8735,0.6588974
1998-03-01,-32.166668,115.75001,2675.983,0.74848175
1998-03-02,-32.166668,115.75001,2587.0923,1.2282028
