time,latitude,longitude,npp,zooc
1998-01-01,-31.833334,115.50001,809.9712,1.181961
1998-01-02,-31.833334,115.50001,781.03516,1.0403595
1998-01-03,-31.833334,115.50001,829.8789,1.0345764
1998-01-04,-31.833334,115.50001,964.1411,1.1068268
1998-01-05,-31.833334,115.50001,959.9741,1.1154938
1998-01-06,-31.833334,115.50001,701.8667,1.1154938
1998-01-07,-31.833334,115.50001,703.0244,0.89875793
1998-01-08,-31.833334,115.50001,693.0703,1.0230179
1998-01-09,-31.833334,115.50001,688.9038,1.297554
1998-01-10,-31.833334,115.50001,688.9038,1.3698044
1998-01-11,-31.833334,115.50001,714.13574,1.257103
1998-01-12,-31.833334,115.50001,697.00586,1.3351288
1998-01-13,-31.833334,115.50001,570.8457,1.288887
1998-01-14,-31.833334,115.50001,575.9385,1.288887
1998-01-15,-31.833334,115.50001,606.9575,1.3437958
1998-01-16,-31.833334,115.50001,595.15186,1.6761322
1998-01-17,-31.833334,115.50001,716.9136,1.0114594
1998-01-18,-31.833334,115.50001,753.0254,0.88430786
1998-01-19,-31.833334,115.50001,914.14014,0.9363251
1998-01-20,-31.833334,115.50001,893.0747,0.9363251
1998-01-21,-31.833334,115.50001,962.9834,0.97678375
1998-01-22,-31.833334,115.50001,834.9717,0.9623337
1998-01-23,-31.833334,115.50001,893.0747,1.060585
1998-01-24,-31.833334,115.50001,868.76855,1.0865936
1998-01-25,-31.833334,115.50001,944.92773,1.028801
1998-01-26,-31.833334,115.50001,773.16455,1.0201263
1998-01-27,-31.833334,115.50001,764.1367,1.3322372
1998-01-28,-31.833334,115.50001,806.9619,1.28022
1998-01-29,-31.833334,115.50001,822.0083,1.1126022
1998-01-30,-31.833334,115.50001,625.0137,1.1732941
1998-01-31,-31.833334,115.50001,634.0415,1.387146
1998-02-01,-31.833334,115.50001,656.9585,1.4102631
1998-02-02,-31.833334,115.50001,686.126,1.0345764
1998-02-03,-31.833334,115.50001,755.1089,1.0316925
1998-02-04,-31.833334,115.50001,891.9175,1.0981598
1998-02-05,-31.833334,115.50001,928.9551,1.0316925
1998-02-06,-31.833334,115.50001,868.76855,1.1270523
1998-02-07,-31.833334,115.50001,909.04736,1.1126022
1998-02-08,-31.833334,115.50001,875.01855,1.1732941
1998-02-09,-31.833334,115.50001,825.94385,0.8640747
1998-02-10,-31.833334,115.50001,832.8882,0.9883423
1998-02-11,-31.833334,115.50001,714.13574,1.1935196
1998-02-12,-31.833334,115.50001,693.0703,1.3640213
1998-02-13,-31.833334,115.50001,675.01465,1.4738388
1998-02-14,-31.833334,115.50001,665.06055,1.4362717
1998-02-15,-31.833334,115.50001,728.0249,1.6356735
1998-02-16,-31.833334,115.50001,944.2334,1.6876907
1998-02-17,-31.833334,115.50001,724.7842,1.7830582
1998-02-18,-31.833334,115.50001,694.92236,1.4853973
1998-02-19,-31.833334,115.50001,800.9429,1.3351288
1998-02-20,-31.833334,115.50001,703.0244,1.3264542
1998-02-21,-31.833334,115.50001,762.9795,1.3235703
1998-02-22,-31.833334,115.50001,653.02344,1.26577
1998-02-23,-31.833334,115.50001,831.9624,1.2686615
1998-02-24,-31.833334,115.50001,821.0825,1.4911804
1998-02-25,-31.833334,115.50001,799.0913,1.3380127
1998-02-26,-31.833334,115.50001,789.83154,1.2339783
1998-02-27,-31.833334,115.50001,850.01807,1.2021942
1998-02-28,-31.833334,115.50001,894.92676,1.028801
1998-03-01,-31.833334,115.50001,884.7412,0.9825592
1998-03-02,-31.833334,115.50001,655.10645,1.1732941
1998-03-03,-31.833334,115.50001,653.02344,1.3755875
1998-03-04,-31.833334,115.50001,675.9404,1.3062286
1998-03-05,-31.833334,115.50001,647.0049,1.0085678
1998-03-06,-31.833334,115.50001,801.86914,0.9710007
1998-03-07,-31.833334,115.50001,703.9502,1.1617355
1998-03-08,-31.833334,115.50001,689.13525,1.1848526
1998-03-09,-31.833334,115.50001,592.1426,1.1039352
1998-03-10,-31.833334,115.50001,668.9961,1.2253113
1998-03-11,-31.833334,115.50001,736.12695,1.41893
1998-03-12,-31.833334,115.50001,742.1455,1.5923233
1998-03-13,-31.833334,115.50001,838.90674,1.3293457
1998-03-14,-31.833334,115.50001,696.0796,1.3611374
1998-03-15,-31.833334,115.50001,941.91846,1.4680634
1998-03-16,-31.833334,115.50001,837.0552,1.4622803
1998-03-17,-31.833334,115.50001,718.7656,1.1010437
1998-03-18,-31.833334,115.50001,638.90283,1.0952682
1998-03-19,-31.833334,115.50001,644.9214,1.0952682
1998-03-20,-31.833334,115.50001,579.87354,1.1126022
1998-03-21,-31.833334,115.50001,855.11084,1.1097183
1998-03-22,-31.833334,115.50001,883.8154,1.6876907
1998-03-23,-31.833334,115.50001,893.0747,1.4853973
1998-03-24,-31.833334,115.50001,876.8706,1.3784714
1998-03-25,-31.833334,115.50001,918.0752,1.3842545
1998-03-26,-31.833334,115.50001,871.0835,1.2137527
1998-03-27,-31.833334,115.50001,763.9053,1.1790695
1998-03-28,-31.833334,115.50001,821.0825,1.4738388
1998-03-29,-31.833334,115.50001,888.9077,1.4160461
1998-03-30,-31.833334,115.50001,842.14746,1.3004456
1998-03-31,-31.833334,115.50001,850.94434,1.1761856
1998-04-01,-31.833334,115.50001,856.0371,1.1415024
1998-04-02,-31.833334,115.50001,678.9497,1.150177
1998-04-03,-31.833334,115.50001,665.9863,1.1761856
1998-04-04,-31.833334,115.50001,828.9531,1.1993027
1998-04-05,-31.833334,115.50001,897.00977,1.1415024
1998-04-06,-31.833334,115.50001,1003.95654,1.2484283
1998-04-07,-31.833334,115.50001,992.8452,1.4651718
1998-04-08,-31.833334,115.50001,1179.1919,1.4825134
1998-04-09,-31.833334,115.50001,1131.043,1.2397614
1998-04-10,-31.833334,115.50001,990.99365,1.2542114
1998-04-11,-31.833334,115.50001,1077.1064,1.6385651
1998-04-12,-31.833334,115.50001,1072.9395,1.7368164
1998-04-13,-31.833334,115.50001,1104.1904,1.4564972
1998-04-14,-31.833334,115.50001,1098.8662,1.3669128
1998-04-15,-31.833334,115.50001,1029.8833,1.4160461
1998-04-16,-31.833334,115.50001,896.084,1.3495789
1998-04-17,-31.833334,115.50001,914.8345,1.1559525
1998-04-18,-31.833334,115.50001,945.8535,1.150177
1998-04-19,-31.833334,115.50001,950.0205,1.1906357
1998-04-20,-31.833334,115.50001,951.17773,0.9825592
1998-04-21,-31.833334,115.50001,883.1206,0.930542
1998-04-22,-31.833334,115.50001,862.05566,1.3669128
1998-04-23,-31.833334,115.50001,902.10254,1.7339325
1998-04-24,-31.833334,115.50001,934.04785,1.6530151
1998-04-25,-31.833334,115.50001,933.1221,1.4536133
1998-04-26,-31.833334,115.50001,912.05664,1.4536133
1998-04-27,-31.833334,115.50001,1089.1436,1.4767303
1998-04-28,-31.833334,115.50001,1192.1553,1.6703491
1998-04-29,-31.833334,115.50001,1022.9385,1.8321838
1998-04-30,-31.833334,115.50001,997.938,1.5142975
1998-05-01,-31.833334,115.50001,1208.1279,1.2166443
1998-05-02,-31.833334,115.50001,1276.1846,0.98545074
1998-05-03,-31.833334,115.50001,1232.2021,1.4449387
1998-05-04,-31.833334,115.50001,1231.0449,1.8581924
1998-05-05,-31.833334,115.50001,739.1362,1.745491
1998-05-06,-31.833334,115.50001,853.02734,1.3640213
1998-05-07,-31.833334,115.50001,734.96924,1.2426529
1998-05-08,-31.833334,115.50001,623.1616,1.3784714
1998-05-09,-31.833334,115.50001,717.83936,1.4073715
1998-05-10,-31.833334,115.50001,802.1006,1.2513199
1998-05-11,-31.833334,115.50001,803.02637,0.9999008
1998-05-12,-31.833334,115.50001,1012.98486,0.9565506
1998-05-13,-31.833334,115.50001,956.96484,1.0865936
1998-05-14,-31.833334,115.50001,1524.1069,1.0056839
1998-05-15,-31.833334,115.50001,1547.0239,1.2513199
1998-05-16,-31.833334,115.50001,1024.0962,1.2773285
1998-05-17,-31.833334,115.50001,770.8501,1.7194824
1998-05-18,-31.833334,115.50001,703.9502,1.8206253
1998-05-19,-31.833334,115.50001,891.22266,1.6009979
1998-05-20,-31.833334,115.50001,869.9263,1.6298904
1998-05-21,-31.833334,115.50001,818.999,1.5923233
1998-05-22,-31.833334,115.50001,1406.0488,1.2773285
1998-05-23,-31.833334,115.50001,1181.9697,1.1154938
1998-05-24,-31.833334,115.50001,1170.1641,1.2108612
1998-05-25,-31.833334,115.50001,1107.894,1.3553543
1998-05-26,-31.833334,115.50001,755.1089,1.4796219
1998-05-27,-31.833334,115.50001,1059.0503,1.3380127
1998-05-28,-31.833334,115.50001,1093.0791,1.3842545
1998-05-29,-31.833334,115.50001,1578.043,1.2339783
1998-05-30,-31.833334,115.50001,1708.833,1.1183853
1998-05-31,-31.833334,115.50001,1735.917,1.3524628
1998-06-01,-31.833334,115.50001,1232.2021,1.7368164
1998-06-02,-31.833334,115.50001,1006.9658,2.0778275
1998-06-03,-31.833334,115.50001,907.88965,2.0720444
1998-06-04,-31.833334,115.50001,1157.2007,2.0518112
1998-06-05,-31.833334,115.50001,1354.8901,2.3061218
1998-06-06,-31.833334,115.50001,1422.021,1.9333267
1998-06-07,-31.833334,115.50001,1454.8921,1.7339325
1998-06-08,-31.833334,115.50001,1324.7969,1.6038818
1998-06-09,-31.833334,115.50001,1328.0376,1.2166443
1998-06-10,-31.833334,115.50001,1282.898,1.0143509
1998-06-11,-31.833334,115.50001,1092.8477,1.257103
1998-06-12,-31.833334,115.50001,905.1118,1.762825
1998-06-13,-31.833334,115.50001,1082.8936,1.4622803
1998-06-14,-31.833334,115.50001,1703.0459,1.1010437
1998-06-15,-31.833334,115.50001,1741.2412,1.1646271
1998-06-16,-31.833334,115.50001,1816.937,1.3698044
1998-06-17,-31.833334,115.50001,1409.0581,1.1559525
1998-06-18,-31.833334,115.50001,1833.8354,1.1299438
1998-06-19,-31.833334,115.50001,1477.8096,1.257103
1998-06-20,-31.833334,115.50001,1574.1079,0.9478836
1998-06-21,-31.833334,115.50001,1370.8628,1.4218216
1998-06-22,-31.833334,115.50001,1300.0278,2.0951614
1998-06-23,-31.833334,115.50001,1748.1855,1.5749893
1998-06-24,-31.833334,115.50001,1812.0757,1.7686081
1998-06-25,-31.833334,115.50001,1658.1372,1.8495255
1998-06-26,-31.833334,115.50001,1123.8667,2.2801132
1998-06-27,-31.833334,115.50001,1057.1987,3.3262482
1998-06-28,-31.833334,115.50001,1278.0366,3.158638
1998-06-29,-31.833334,115.50001,1247.249,3.1066208
1998-06-30,-31.833334,115.50001,1208.1279,2.2916718
1998-07-01,-31.833334,115.50001,844.9253,1.9217682
