time,latitude,longitude,npp,zooc
1998-01-01,-32.5,115.583336,1394.9375,1.3929214
1998-01-02,-32.5,115.583336,1209.0537,1.3235703
1998-01-03,-32.5,115.583336,1437.9937,1.4564972
1998-01-04,-32.5,115.583336,1145.1636,1.6038818
1998-01-05,-32.5,115.583336,1134.978,1.6905823
1998-01-06,-32.5,115.583336,874.0928,1.7772751
1998-01-07,-32.5,115.583336,868.0742,1.647232
1998-01-08,-32.5,115.583336,951.8721,1.9969101
1998-01-09,-32.5,115.583336,802.1006,1.7483749
1998-01-10,-32.5,115.583336,1021.0869,1.624115
1998-01-11,-32.5,115.583336,956.03906,1.7946167
1998-01-12,-32.5,115.583336,1328.9639,1.632782
1998-01-13,-32.5,115.583336,865.06494,1.5460892
1998-01-14,-32.5,115.583336,716.21924,1.5952148
1998-01-15,-32.5,115.583336,675.9404,1.5749893
1998-01-16,-32.5,115.583336,696.0796,1.2079697
1998-01-17,-32.5,115.583336,1317.8525,1.1617355
1998-01-18,-32.5,115.583336,1337.9917,1.4247131
1998-01-19,-32.5,115.583336,1265.0732,1.624115
1998-01-20,-32.5,115.583336,1021.0869,1.6154404
1998-01-21,-32.5,115.583336,1281.9717,1.3264542
1998-01-22,-32.5,115.583336,1039.8369,1.3698044
1998-01-23,-32.5,115.583336,1150.0244,1.4709473
1998-01-24,-32.5,115.583336,1073.8657,1.624115
1998-01-25,-32.5,115.583336,1362.0664,1.7050323
1998-01-26,-32.5,115.583336,1096.0884,2.1645203
1998-01-27,-32.5,115.583336,1090.9956,2.0026855
1998-01-28,-32.5,115.583336,1114.144,1.9159927
1998-01-29,-32.5,115.583336,1113.9126,1.9333267
1998-01-30,-32.5,115.583336,949.09424,2.1153946
1998-01-31,-32.5,115.583336,906.96387,1.7136993
1998-02-01,-32.5,115.583336,1155.812,1.3206787
1998-02-02,-32.5,115.583336,1062.9858,1.3524628
1998-02-03,-32.5,115.583336,1344.936,1.4449387
1998-02-04,-32.5,115.583336,1328.9639,1.5316391
1998-02-05,-32.5,115.583336,1790.0845,1.6212234
1998-02-06,-32.5,115.583336,1394.0112,1.6645737
1998-02-07,-32.5,115.583336,1392.854,1.7570496
1998-02-08,-32.5,115.583336,1194.0068,1.9131012
1998-02-09,-32.5,115.583336,1184.0532,2.3032303
1998-02-10,-32.5,115.583336,1059.0503,3.2019882
1998-02-11,-32.5,115.583336,925.02,2.944786
1998-02-12,-32.5,115.583336,1040.0684,2.233879
1998-02-13,-32.5,115.583336,998.8638,2.0171356
1998-02-14,-32.5,115.583336,1182.8955,1.9246597
1998-02-15,-32.5,115.583336,1136.1353,1.8466339
1998-02-16,-32.5,115.583336,1498.8745,1.745491
1998-02-17,-32.5,115.583336,1172.0156,1.8466339
1998-02-18,-32.5,115.583336,1127.1074,1.8292923
1998-02-19,-32.5,115.583336,1394.9375,1.9506683
1998-02-20,-32.5,115.583336,928.0293,2.1674118
1998-02-21,-32.5,115.583336,1165.9971,2.1847458
1998-02-22,-32.5,115.583336,882.1948,2.3610306
1998-02-23,-32.5,115.583336,1242.8506,2.3812637
1998-02-24,-32.5,115.583336,947.70557,1.9275513
1998-02-25,-32.5,115.583336,987.0581,1.5778732
1998-02-26,-32.5,115.583336,1397.0205,1.6212234
1998-02-27,-32.5,115.583336,1469.939,1.8870926
1998-02-28,-32.5,115.583336,1260.9067,1.8986511
1998-03-01,-32.5,115.583336,1244.0083,1.7425995
1998-03-02,-32.5,115.583336,885.89844,2.930336
1998-03-03,-32.5,115.583336,887.05615,2.4188309
1998-03-04,-32.5,115.583336,1270.166,2.0691528
1998-03-05,-32.5,115.583336,857.8887,1.9795685
1998-03-06,-32.5,115.583336,1039.8369,1.6963577
1998-03-07,-32.5,115.583336,897.00977,2.1269531
1998-03-08,-32.5,115.583336,872.0093,2.3234634
1998-03-09,-32.5,115.583336,743.7661,2.0547028
1998-03-10,-32.5,115.583336,920.1587,1.8148422
1998-03-11,-32.5,115.583336,988.91016,2.1991959
1998-03-12,-32.5,115.583336,999.0957,1.4911804
1998-03-13,-32.5,115.583336,1395.169,1.5229645
1998-03-14,-32.5,115.583336,1154.1914,1.6963577
1998-03-15,-32.5,115.583336,1452.8091,1.9044342
1998-03-16,-32.5,115.583336,1119.0054,2.1385117
1998-03-17,-32.5,115.583336,1434.0586,2.441948
1998-03-18,-32.5,115.583336,1000.0215,2.0344772
1998-03-19,-32.5,115.583336,1085.2085,1.8292923
1998-03-20,-32.5,115.583336,928.9551,1.6530151
1998-03-21,-32.5,115.583336,1548.1812,2.609558
1998-03-22,-32.5,115.583336,1572.9502,1.7975082
1998-03-23,-32.5,115.583336,1604.2012,1.739708
1998-03-24,-32.5,115.583336,1581.9785,1.8813095
1998-03-25,-32.5,115.583336,1085.2085,1.9217682
1998-03-26,-32.5,115.583336,1344.0103,2.577774
1998-03-27,-32.5,115.583336,1131.043,3.022812
1998-03-28,-32.5,115.583336,1446.79,2.7453842
1998-03-29,-32.5,115.583336,1200.0259,2.4679565
1998-03-30,-32.5,115.583336,1507.208,2.2165375
1998-03-31,-32.5,115.583336,1196.7847,2.144287
1998-04-01,-32.5,115.583336,1200.0259,1.8350754
1998-04-02,-32.5,115.583336,1192.8496,1.7079163
1998-04-03,-32.5,115.583336,1180.8125,1.7136993
1998-04-04,-32.5,115.583336,1165.0713,1.655899
1998-04-05,-32.5,115.583336,1215.0723,2.6500168
1998-04-06,-32.5,115.583336,1429.1973,2.2541046
1998-04-07,-32.5,115.583336,1334.9824,2.3696976
1998-04-08,-32.5,115.583336,1514.8472,2.441948
1998-04-09,-32.5,115.583336,1574.8022,2.2020874
1998-04-10,-32.5,115.583336,1153.96,3.0112534
1998-04-11,-32.5,115.583336,1203.9609,2.1760788
1998-04-12,-32.5,115.583336,1205.813,1.8957596
1998-04-13,-32.5,115.583336,1325.9541,1.9102097
1998-04-14,-32.5,115.583336,1310.9077,1.6530151
1998-04-15,-32.5,115.583336,1225.7207,1.7136993
1998-04-16,-32.5,115.583336,903.9546,1.6992493
1998-04-17,-32.5,115.583336,940.9922,1.4680634
1998-04-18,-32.5,115.583336,1094.0049,2.112503
1998-04-19,-32.5,115.583336,1207.2017,2.9014359
1998-04-20,-32.5,115.583336,1218.0815,3.632576
1998-04-21,-32.5,115.583336,981.03955,2.8783188
1998-04-22,-32.5,115.583336,891.9175,3.014145
1998-04-23,-32.5,115.583336,1412.0674,3.0170364
1998-04-24,-32.5,115.583336,1676.8877,2.3754807
1998-04-25,-32.5,115.583336,1639.1553,2.335022
1998-04-26,-32.5,115.583336,1641.9331,2.5084152
1998-04-27,-32.5,115.583336,1212.9888,2.921669
1998-04-28,-32.5,115.583336,1189.8403,2.8580933
1998-04-29,-32.5,115.583336,1165.7656,2.4303894
1998-04-30,-32.5,115.583336,1678.0454,2.2974548
1998-05-01,-32.5,115.583336,1616.9326,2.3234634
1998-05-02,-32.5,115.583336,2017.8672,2.2916718
1998-05-03,-32.5,115.583336,1483.1338,2.2569962
1998-05-04,-32.5,115.583336,1476.8833,1.7512665
1998-05-05,-32.5,115.583336,1146.0894,1.3437958
1998-05-06,-32.5,115.583336,1055.1152,1.0027924
1998-05-07,-32.5,115.583336,878.9541,1.1270523
1998-05-08,-32.5,115.583336,684.96826,1.4247131
1998-05-09,-32.5,115.583336,829.8789,1.26577
1998-05-10,-32.5,115.583336,1034.0498,1.4825134
1998-05-11,-32.5,115.583336,1022.0127,3.1037292
1998-05-12,-32.5,115.583336,1137.9873,2.944786
1998-05-13,-32.5,115.583336,1080.1157,2.6124496
1998-05-14,-32.5,115.583336,1567.8574,3.173088
1998-05-15,-32.5,115.583336,1601.8862,2.8494186
1998-05-16,-32.5,115.583336,1504.8936,2.0489273
1998-05-17,-32.5,115.583336,1576.8857,1.517189
1998-05-18,-32.5,115.583336,1431.9751,1.5345306
1998-05-19,-32.5,115.583336,1488.2261,1.395813
1998-05-20,-32.5,115.583336,1287.9907,1.5142975
1998-05-21,-32.5,115.583336,1023.86475,2.0604858
1998-05-22,-32.5,115.583336,2112.082,3.074829
1998-05-23,-32.5,115.583336,1993.7925,2.3696976
1998-05-24,-32.5,115.583336,1963.0049,1.8379669
1998-05-25,-32.5,115.583336,1781.9824,1.3813629
1998-05-26,-32.5,115.583336,1339.8438,1.5749893
1998-05-27,-32.5,115.583336,1752.8154,1.6501236
1998-05-28,-32.5,115.583336,1793.0938,3.6932602
