SITECODE,LOCATION,JULIANDATE,DATE,X (EPSG32750),Y (EPSG32750),LAT (EPSG7844),LON (EPSG7844),TEMPERATURE (C),SALINITY (pss),DENSITY (kgm-3),DEPTH (m),CONDUCTIVITY (sm),VELOCITY (ms-1)
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2702,24.9888,18.9000,  NaN,  NaN
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2702,24.9888,19.0000,  NaN,  NaN
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2701,24.9886,19.2000,  NaN,  NaN
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2701,24.9886,19.3000,  NaN,  NaN
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2700,24.9885,19.6000,  NaN,  NaN
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2699,24.9885,19.7000,  NaN,  NaN
V1A,PERTH NORTH,     92071,19920311 00:00:00,375662.0000,6474446.0000,-31.858933,115.685702,22.3700,36.2698,24.9885,20.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7500,36.1473,25.0709,0.8000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7600,36.1387,25.0618,1.3000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7700,36.1461,25.0647,1.5000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7800,36.1377,25.0554,1.7000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7800,36.1377,25.0554,1.9000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7800,36.1376,25.0553,2.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7800,36.1374,25.0551,2.7000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1446,25.0577,3.6000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1436,25.0570,6.5000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1433,25.0568,7.2000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1431,25.0566,7.9000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1428,25.0564,8.7000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1426,25.0563,9.3000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1423,25.0560,10.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1420,25.0558,11.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1417,25.0555,11.9000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.8000,36.1331,25.0461,12.7000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1411,25.0552,13.6000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1409,25.0548,14.3000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1406,25.0547,15.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1402,25.0544,16.1000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1399,25.0542,17.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1396,25.0540,18.0000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7900,36.1234,25.0416,19.1000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7700,36.1238,25.0477,20.3000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7600,36.1318,25.0565,21.4000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7600,36.1156,25.0441,22.5000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7600,36.1153,25.0438,23.4000,  NaN,  NaN
V2,PERTH NORTH,     92071,19920311 00:00:00,373890.0000,6474379.0000,-31.859343,115.666967,21.7600,36.1310,25.0559,23.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5800,36.0200,25.0100,0.5000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0200,25.0100,1.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6300,36.0252,25.0118,1.3000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6300,36.0251,25.0117,1.5000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6300,36.0410,25.0238,1.6000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0331,25.0206,2.6000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0326,25.0204,4.0000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0324,25.0201,4.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6300,36.0239,25.0109,5.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0320,25.0198,5.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0319,25.0197,6.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0318,25.0197,6.3000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0316,25.0195,6.9000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0314,25.0194,7.4000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0313,25.0193,7.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0310,25.0190,8.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0310,25.0190,8.8000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0393,25.0283,8.9000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0392,25.0281,9.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0307,25.0188,9.6000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0389,25.0280,9.9000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0305,25.0187,10.2000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0301,25.0183,11.3000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0382,25.0273,12.0000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0298,25.0181,12.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0295,25.0179,13.0000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0293,25.0178,13.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0289,25.0176,14.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0372,25.0266,15.0000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0287,25.0172,15.4000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0369,25.0265,15.8000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6000,36.0451,25.0354,16.2000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0533,25.0443,16.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5800,36.0455,25.0413,17.3000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5800,36.0295,25.0291,17.8000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0369,25.0320,18.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0527,25.0439,18.3000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0527,25.0439,18.5000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0526,25.0438,18.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0367,25.0317,18.8000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0525,25.0438,19.0000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5800,36.0289,25.0287,19.4000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0362,25.0315,20.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0520,25.0433,20.4000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6000,36.0436,25.0343,20.6000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6000,36.0435,25.0342,20.7000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6100,36.0351,25.0250,20.9000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0267,25.0157,21.1000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.6200,36.0266,25.0157,21.3000,  NaN,  NaN
V3,PERTH NORTH,     92071,19920311 00:00:00,366437.0000,6474273.0000,-31.859449,115.588191,21.5900,36.0515,25.0430,22.0000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9000,35.9494,25.1561,0.4000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9100,35.9245,25.1344,1.6000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9100,35.9406,25.1466,1.7000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9300,35.9398,25.1406,1.9000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9482,25.1499,2.0000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9480,25.1498,2.5000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9478,25.1495,3.0000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9477,25.1494,3.3000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9313,25.1370,4.1000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9311,25.1368,4.8000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9470,25.1488,5.4000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9308,25.1366,5.7000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9304,25.1364,6.7000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9302,25.1360,7.3000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9301,25.1359,7.7000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9460,25.1481,8.2000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9298,25.1357,8.4000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9297,25.1356,8.7000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9100,35.9380,25.1448,9.1000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9100,35.9378,25.1447,9.6000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9291,25.1354,10.3000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9290,25.1351,10.8000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9448,25.1473,11.5000,  NaN,  NaN
V4,PERTH NORTH,     92071,19920311 00:00:00,358861.0000,6474209.0000,-31.859112,115.508122,20.9200,35.9447,25.1472,11.8000,  NaN,  NaN
