time,latitude,longitude,par
2003-01-16 00:00:00,-32.187504,115.52084,64.708664
2003-02-16 00:00:00,-32.187504,115.52084,53.215633
2003-03-16 00:00:00,-32.187504,115.52084,45.841835
2003-04-16 00:00:00,-32.187504,115.52084,32.89361
2003-05-16 00:00:00,-32.187504,115.52084,24.21216
2003-06-16 00:00:00,-32.187504,115.52084,21.063541
2003-07-16 00:00:00,-32.187504,115.52084,20.18886
2003-08-16 00:00:00,-32.187504,115.52084,27.382307
2003-09-16 00:00:00,-32.187504,115.52084,36.82181
2003-10-16 00:00:00,-32.187504,115.52084,49.304134
2003-11-16 00:00:00,-32.187504,115.52084,57.91191
2003-12-16 00:00:00,-32.187504,115.52084,63.437733
2004-01-16 00:00:00,-32.187504,115.52084,64.348755
2004-02-16 00:00:00,-32.187504,115.52084,53.941597
2004-03-16 00:00:00,-32.187504,115.52084,48.137196
2004-04-16 00:00:00,-32.187504,115.52084,32.6889
2004-05-16 00:00:00,-32.187504,115.52084,26.85566
2004-06-16 00:00:00,-32.187504,115.52084,18.912325
2004-07-16 00:00:00,-32.187504,115.52084,23.332224
2004-08-16 00:00:00,-32.187504,115.52084,28.258804
2004-09-16 00:00:00,-32.187504,115.52084,39.786545
2004-10-16 00:00:00,-32.187504,115.52084,50.62436
2004-11-16 00:00:00,-32.187504,115.52084,56.78861
2004-12-16 00:00:00,-32.187504,115.52084,63.583206
2005-01-16 00:00:00,-32.187504,115.52084,65.15373
2005-02-16 00:00:00,-32.187504,115.52084,53.306877
2005-03-16 00:00:00,-32.187504,115.52084,38.685608
2005-04-16 00:00:00,-32.187504,115.52084,33.674137
2005-05-16 00:00:00,-32.187504,115.52084,23.828405
2005-06-16 00:00:00,-32.187504,115.52084,15.638913
2005-07-16 00:00:00,-32.187504,115.52084,23.200098
2005-08-16 00:00:00,-32.187504,115.52084,27.355925
2005-09-16 00:00:00,-32.187504,115.52084,39.252087
2005-10-16 00:00:00,-32.187504,115.52084,49.73106
2005-11-16 00:00:00,-32.187504,115.52084,60.020847
2005-12-16 00:00:00,-32.187504,115.52084,62.472652
2006-01-16 00:00:00,-32.187504,115.52084,51.22077
2006-02-16 00:00:00,-32.187504,115.52084,56.01582
2006-03-16 00:00:00,-32.187504,115.52084,46.217583
2006-04-16 00:00:00,-32.187504,115.52084,36.07639
2006-05-16 00:00:00,-32.187504,115.52084,26.158184
2006-06-16 00:00:00,-32.187504,115.52084,21.692833
2006-07-16 00:00:00,-32.187504,115.52084,21.986359
2006-08-16 00:00:00,-32.187504,115.52084,25.681568
2006-09-16 00:00:00,-32.187504,115.52084,38.58792
2006-10-16 00:00:00,-32.187504,115.52084,52.229294
2006-11-16 00:00:00,-32.187504,115.52084,57.28492
2006-12-16 00:00:00,-32.187504,115.52084,63.02566
2007-01-16 00:00:00,-32.187504,115.52084,60.847332
2007-02-16 00:00:00,-32.187504,115.52084,55.5465
2007-03-16 00:00:00,-32.187504,115.52084,47.280903
2007-04-16 00:00:00,-32.187504,115.52084,34.52743
2007-05-16 00:00:00,-32.187504,115.52084,23.706314
2007-06-16 00:00:00,-32.187504,115.52084,22.137506
2007-07-16 00:00:00,-32.187504,115.52084,20.16178
2007-08-16 00:00:00,-32.187504,115.52084,25.890781
2007-09-16 00:00:00,-32.187504,115.52084,37.20788
2007-10-16 00:00:00,-32.187504,115.52084,48.483204
2007-11-16 00:00:00,-32.187504,115.52084,63.21838
2007-12-16 00:00:00,-32.187504,115.52084,62.182007
2008-01-16 00:00:00,-32.187504,115.52084,64.07063
2008-02-16 00:00:00,-32.187504,115.52084,53.41016
2008-03-16 00:00:00,-32.187504,115.52084,45.260628
2008-04-16 00:00:00,-32.187504,115.52084,31.97941
2008-05-16 00:00:00,-32.187504,115.52084,23.39632
2008-06-16 00:00:00,-32.187504,115.52084,22.122044
2008-07-16 00:00:00,-32.187504,115.52084,19.029741
2008-08-16 00:00:00,-32.187504,115.52084,31.92012
2008-09-16 00:00:00,-32.187504,115.52084,36.737286
2008-10-16 00:00:00,-32.187504,115.52084,47.517544
2008-11-16 00:00:00,-32.187504,115.52084,55.93977
2008-12-16 00:00:00,-32.187504,115.52084,66.02106
2009-01-16 00:00:00,-32.187504,115.52084,63.910114
2009-02-16 00:00:00,-32.187504,115.52084,55.550667
2009-03-16 00:00:00,-32.187504,115.52084,45.68203
2009-04-16 00:00:00,-32.187504,115.52084,36.443836
2009-05-16 00:00:00,-32.187504,115.52084,26.12469
2009-06-16 00:00:00,-32.187504,115.52084,19.433884
2009-07-16 00:00:00,-32.187504,115.52084,22.559038
2009-08-16 00:00:00,-32.187504,115.52084,28.807903
2009-09-16 00:00:00,-32.187504,115.52084,35.77753
2009-10-16 00:00:00,-32.187504,115.52084,51.24434
2009-11-16 00:00:00,-32.187504,115.52084,56.987045
2009-12-16 00:00:00,-32.187504,115.52084,63.24688
2010-01-16 00:00:00,-32.187504,115.52084,63.09769
2010-02-16 00:00:00,-32.187504,115.52084,54.006172
2010-03-16 00:00:00,-32.187504,115.52084,47.1
2010-04-16 00:00:00,-32.187504,115.52084,32.897087
2010-05-16 00:00:00,-32.187504,115.52084,26.025137
2010-06-16 00:00:00,-32.187504,115.52084,20.186665
2010-07-16 00:00:00,-32.187504,115.52084,22.349962
2010-08-16 00:00:00,-32.187504,115.52084,30.685463
2010-09-16 00:00:00,-32.187504,115.52084,42.530937
2010-10-16 00:00:00,-32.187504,115.52084,52.575283
2010-11-16 00:00:00,-32.187504,115.52084,56.93956
2010-12-16 00:00:00,-32.187504,115.52084,61.719284
2011-01-16 00:00:00,-32.187504,115.52084,61.36615
2011-02-16 00:00:00,-32.187504,115.52084,57.20779
2011-03-16 00:00:00,-32.187504,115.52084,49.527042
2011-04-16 00:00:00,-32.187504,115.52084,34.184174
2011-05-16 00:00:00,-32.187504,115.52084,25.256075
2011-06-16 00:00:00,-32.187504,115.52084,18.690866
2011-07-16 00:00:00,-32.187504,115.52084,19.208921
2011-08-16 00:00:00,-32.187504,115.52084,28.853537
2011-09-16 00:00:00,-32.187504,115.52084,37.730633
2011-10-16 00:00:00,-32.187504,115.52084,50.124374
2011-11-16 00:00:00,-32.187504,115.52084,54.58682
2011-12-16 00:00:00,-32.187504,115.52084,60.051243
2012-01-16 00:00:00,-32.187504,115.52084,63.49096
2012-02-16 00:00:00,-32.187504,115.52084,51.842228
2012-03-16 00:00:00,-32.187504,115.52084,48.94078
2012-04-16 00:00:00,-32.187504,115.52084,32.80801
2012-05-16 00:00:00,-32.187504,115.52084,25.273945
2012-06-16 00:00:00,-32.187504,115.52084,17.224777
2012-07-16 00:00:00,-32.187504,115.52084,23.06438
2012-08-16 00:00:00,-32.187504,115.52084,28.566181
2012-09-16 00:00:00,-32.187504,115.52084,39.35551
2012-10-16 00:00:00,-32.187504,115.52084,52.126587
2012-11-16 00:00:00,-32.187504,115.52084,58.42307
2012-12-16 00:00:00,-32.187504,115.52084,61.46635
2013-01-16 00:00:00,-32.187504,115.52084,62.825302
2013-02-16 00:00:00,-32.187504,115.52084,53.706367
2013-03-16 00:00:00,-32.187504,115.52084,46.646976
2013-04-16 00:00:00,-32.187504,115.52084,29.944265
2013-05-16 00:00:00,-32.187504,115.52084,25.683945
2013-06-16 00:00:00,-32.187504,115.52084,22.125994
2013-07-16 00:00:00,-32.187504,115.52084,21.444956
2013-08-16 00:00:00,-32.187504,115.52084,29.148674
2013-09-16 00:00:00,-32.187504,115.52084,35.979443
2013-10-16 00:00:00,-32.187504,115.52084,47.470734
2013-11-16 00:00:00,-32.187504,115.52084,57.94501
2013-12-16 00:00:00,-32.187504,115.52084,65.58586
2014-01-16 00:00:00,-32.187504,115.52084,64.252365
2014-02-16 00:00:00,-32.187504,115.52084,59.744244
2014-03-16 00:00:00,-32.187504,115.52084,45.40476
2014-04-16 00:00:00,-32.187504,115.52084,34.162834
2014-05-16 00:00:00,-32.187504,115.52084,21.298695
2014-06-16 00:00:00,-32.187504,115.52084,20.244
2014-07-16 00:00:00,-32.187504,115.52084,21.574
2014-08-16 00:00:00,-32.187504,115.52084,28.966
2014-09-16 00:00:00,-32.187504,115.52084,36.742
2014-10-16 00:00:00,-32.187504,115.52084,50.746
2014-11-16 00:00:00,-32.187504,115.52084,57.07
2014-12-16 00:00:00,-32.187504,115.52084,64.722
2015-01-16 00:00:00,-32.187504,115.52084,61.502
2015-02-16 00:00:00,-32.187504,115.52084,53.86
2015-03-16 00:00:00,-32.187504,115.52084,46.39
2015-04-16 00:00:00,-32.187504,115.52084,32.036
2015-05-16 00:00:00,-32.187504,115.52084,26.512
2015-06-16 00:00:00,-32.187504,115.52084,22.03
2015-07-16 00:00:00,-32.187504,115.52084,21.92
2015-08-16 00:00:00,-32.187504,115.52084,28.07
2015-09-16 00:00:00,-32.187504,115.52084,41.128
