time,latitude,longitude,par
2003-01-16 00:00:00,-32.187504,115.35417,64.92812
2003-02-16 00:00:00,-32.187504,115.35417,53.338753
2003-03-16 00:00:00,-32.187504,115.35417,47.060524
2003-04-16 00:00:00,-32.187504,115.35417,32.5799
2003-05-16 00:00:00,-32.187504,115.35417,24.264963
2003-06-16 00:00:00,-32.187504,115.35417,19.51134
2003-07-16 00:00:00,-32.187504,115.35417,19.995264
2003-08-16 00:00:00,-32.187504,115.35417,28.117872
2003-09-16 00:00:00,-32.187504,115.35417,37.87404
2003-10-16 00:00:00,-32.187504,115.35417,49.36812
2003-11-16 00:00:00,-32.187504,115.35417,60.17412
2003-12-16 00:00:00,-32.187504,115.35417,64.57505
2004-01-16 00:00:00,-32.187504,115.35417,63.599876
2004-02-16 00:00:00,-32.187504,115.35417,55.72581
2004-03-16 00:00:00,-32.187504,115.35417,47.910465
2004-04-16 00:00:00,-32.187504,115.35417,33.835587
2004-05-16 00:00:00,-32.187504,115.35417,24.787493
2004-06-16 00:00:00,-32.187504,115.35417,18.054008
2004-07-16 00:00:00,-32.187504,115.35417,22.11417
2004-08-16 00:00:00,-32.187504,115.35417,28.549997
2004-09-16 00:00:00,-32.187504,115.35417,38.770233
2004-10-16 00:00:00,-32.187504,115.35417,50.975876
2004-11-16 00:00:00,-32.187504,115.35417,59.748993
2004-12-16 00:00:00,-32.187504,115.35417,63.490314
2005-01-16 00:00:00,-32.187504,115.35417,65.220215
2005-02-16 00:00:00,-32.187504,115.35417,54.698204
2005-03-16 00:00:00,-32.187504,115.35417,38.852184
2005-04-16 00:00:00,-32.187504,115.35417,33.757607
2005-05-16 00:00:00,-32.187504,115.35417,24.256317
2005-06-16 00:00:00,-32.187504,115.35417,16.859764
2005-07-16 00:00:00,-32.187504,115.35417,23.089619
2005-08-16 00:00:00,-32.187504,115.35417,27.085968
2005-09-16 00:00:00,-32.187504,115.35417,39.614933
2005-10-16 00:00:00,-32.187504,115.35417,47.300625
2005-11-16 00:00:00,-32.187504,115.35417,61.994236
2005-12-16 00:00:00,-32.187504,115.35417,57.981693
2006-01-16 00:00:00,-32.187504,115.35417,53.77478
2006-02-16 00:00:00,-32.187504,115.35417,55.818512
2006-03-16 00:00:00,-32.187504,115.35417,45.898617
2006-04-16 00:00:00,-32.187504,115.35417,34.677357
2006-05-16 00:00:00,-32.187504,115.35417,25.39633
