time,latitude,longitude,par
2003-01-16 00:00:00,-31.937504,115.68751,64.836205
2003-02-16 00:00:00,-31.937504,115.68751,54.359554
2003-03-16 00:00:00,-31.937504,115.68751,46.519897
2003-04-16 00:00:00,-31.937504,115.68751,31.178362
2003-05-16 00:00:00,-31.937504,115.68751,25.867958
2003-06-16 00:00:00,-31.937504,115.68751,20.084196
2003-07-16 00:00:00,-31.937504,115.68751,19.582592
2003-08-16 00:00:00,-31.937504,115.68751,28.29702
2003-09-16 00:00:00,-31.937504,115.68751,39.141197
2003-10-16 00:00:00,-31.937504,115.68751,48.499256
2003-11-16 00:00:00,-31.937504,115.68751,60.742428
2003-12-16 00:00:00,-31.937504,115.68751,64.87942
2004-01-16 00:00:00,-31.937504,115.68751,65.261
2004-02-16 00:00:00,-31.937504,115.68751,54.241745
2004-03-16 00:00:00,-31.937504,115.68751,48.686073
2004-04-16 00:00:00,-31.937504,115.68751,32.57462
2004-05-16 00:00:00,-31.937504,115.68751,25.530794
2004-06-16 00:00:00,-31.937504,115.68751,19.108015
2004-07-16 00:00:00,-31.937504,115.68751,24.249765
2004-08-16 00:00:00,-31.937504,115.68751,29.528881
2004-09-16 00:00:00,-31.937504,115.68751,40.194332
2004-10-16 00:00:00,-31.937504,115.68751,51.37309
2004-11-16 00:00:00,-31.937504,115.68751,58.27322
2004-12-16 00:00:00,-31.937504,115.68751,62.80925
2005-01-16 00:00:00,-31.937504,115.68751,64.13222
2005-02-16 00:00:00,-31.937504,115.68751,57.403683
2005-03-16 00:00:00,-31.937504,115.68751,39.78217
2005-04-16 00:00:00,-31.937504,115.68751,33.657547
2005-05-16 00:00:00,-31.937504,115.68751,24.095726
2005-06-16 00:00:00,-31.937504,115.68751,16.875078
2005-07-16 00:00:00,-31.937504,115.68751,23.111725
2005-08-16 00:00:00,-31.937504,115.68751,27.842073
2005-09-16 00:00:00,-31.937504,115.68751,36.618984
2005-10-16 00:00:00,-31.937504,115.68751,49.861076
2005-11-16 00:00:00,-31.937504,115.68751,59.56898
2005-12-16 00:00:00,-31.937504,115.68751,64.37826
2006-01-16 00:00:00,-31.937504,115.68751,57.218964
2006-02-16 00:00:00,-31.937504,115.68751,58.25096
2006-03-16 00:00:00,-31.937504,115.68751,46.059216
2006-04-16 00:00:00,-31.937504,115.68751,36.613712
2006-05-16 00:00:00,-31.937504,115.68751,26.010836
2006-06-16 00:00:00,-31.937504,115.68751,20.963839
2006-07-16 00:00:00,-31.937504,115.68751,20.917196
2006-08-16 00:00:00,-31.937504,115.68751,28.780125
2006-09-16 00:00:00,-31.937504,115.68751,39.874527
2006-10-16 00:00:00,-31.937504,115.68751,52.69167
2006-11-16 00:00:00,-31.937504,115.68751,57.510124
2006-12-16 00:00:00,-31.937504,115.68751,61.956993
2007-01-16 00:00:00,-31.937504,115.68751,61.60248
2007-02-16 00:00:00,-31.937504,115.68751,58.291138
2007-03-16 00:00:00,-31.937504,115.68751,49.517525
2007-04-16 00:00:00,-31.937504,115.68751,33.587944
2007-05-16 00:00:00,-31.937504,115.68751,25.705935
2007-06-16 00:00:00,-31.937504,115.68751,21.859518
2007-07-16 00:00:00,-31.937504,115.68751,19.65586
2007-08-16 00:00:00,-31.937504,115.68751,26.214855
2007-09-16 00:00:00,-31.937504,115.68751,38.008
2007-10-16 00:00:00,-31.937504,115.68751,49.572277
2007-11-16 00:00:00,-31.937504,115.68751,63.18705
2007-12-16 00:00:00,-31.937504,115.68751,60.72581
2008-01-16 00:00:00,-31.937504,115.68751,64.4882
