time,latitude,longitude,par
2003-01-16 00:00:00,-32.520836,115.60417,64.37768
2003-02-16 00:00:00,-32.520836,115.60417,53.953964
2003-03-16 00:00:00,-32.520836,115.60417,47.426327
2003-04-16 00:00:00,-32.520836,115.60417,30.904362
2003-05-16 00:00:00,-32.520836,115.60417,24.08202
2003-06-16 00:00:00,-32.520836,115.60417,19.928831
2003-07-16 00:00:00,-32.520836,115.60417,20.039904
2003-08-16 00:00:00,-32.520836,115.60417,29.709665
2003-09-16 00:00:00,-32.520836,115.60417,36.41405
2003-10-16 00:00:00,-32.520836,115.60417,48.66169
2003-11-16 00:00:00,-32.520836,115.60417,59.298424
2003-12-16 00:00:00,-32.520836,115.60417,64.63182
2004-01-16 00:00:00,-32.520836,115.60417,63.85411
2004-02-16 00:00:00,-32.520836,115.60417,55.581123
2004-03-16 00:00:00,-32.520836,115.60417,48.421673
2004-04-16 00:00:00,-32.520836,115.60417,32.081043
2004-05-16 00:00:00,-32.520836,115.60417,25.65499
2004-06-16 00:00:00,-32.520836,115.60417,17.315065
2004-07-16 00:00:00,-32.520836,115.60417,22.148464
2004-08-16 00:00:00,-32.520836,115.60417,28.79131
2004-09-16 00:00:00,-32.520836,115.60417,40.218353
2004-10-16 00:00:00,-32.520836,115.60417,50.805984
2004-11-16 00:00:00,-32.520836,115.60417,56.165974
2004-12-16 00:00:00,-32.520836,115.60417,63.977814
2005-01-16 00:00:00,-32.520836,115.60417,65.39441
2005-02-16 00:00:00,-32.520836,115.60417,58.404
2005-03-16 00:00:00,-32.520836,115.60417,41.035004
2005-04-16 00:00:00,-32.520836,115.60417,33.122593
2005-05-16 00:00:00,-32.520836,115.60417,23.314745
2005-06-16 00:00:00,-32.520836,115.60417,16.408104
2005-07-16 00:00:00,-32.520836,115.60417,23.928299
2005-08-16 00:00:00,-32.520836,115.60417,26.214022
2005-09-16 00:00:00,-32.520836,115.60417,37.80212
2005-10-16 00:00:00,-32.520836,115.60417,49.12189
2005-11-16 00:00:00,-32.520836,115.60417,61.243088
2005-12-16 00:00:00,-32.520836,115.60417,60.108597
2006-01-16 00:00:00,-32.520836,115.60417,52.47584
2006-02-16 00:00:00,-32.520836,115.60417,56.705837
2006-03-16 00:00:00,-32.520836,115.60417,44.679783
2006-04-16 00:00:00,-32.520836,115.60417,34.28546
2006-05-16 00:00:00,-32.520836,115.60417,25.935349
2006-06-16 00:00:00,-32.520836,115.60417,20.30857
2006-07-16 00:00:00,-32.520836,115.60417,21.936443
2006-08-16 00:00:00,-32.520836,115.60417,27.87778
2006-09-16 00:00:00,-32.520836,115.60417,38.87825
2006-10-16 00:00:00,-32.520836,115.60417,52.96709
2006-11-16 00:00:00,-32.520836,115.60417,52.50684
2006-12-16 00:00:00,-32.520836,115.60417,63.703888
2007-01-16 00:00:00,-32.520836,115.60417,57.654644
2007-02-16 00:00:00,-32.520836,115.60417,55.227406
2007-03-16 00:00:00,-32.520836,115.60417,47.738777
2007-04-16 00:00:00,-32.520836,115.60417,33.57367
2007-05-16 00:00:00,-32.520836,115.60417,23.573692
2007-06-16 00:00:00,-32.520836,115.60417,20.578856
2007-07-16 00:00:00,-32.520836,115.60417,19.95228
