time,latitude,longitude,par
2003-01-16 00:00:00,-32.35417,115.60417,63.90875
2003-02-16 00:00:00,-32.35417,115.60417,54.40519
2003-03-16 00:00:00,-32.35417,115.60417,47.5672
2003-04-16 00:00:00,-32.35417,115.60417,31.183212
2003-05-16 00:00:00,-32.35417,115.60417,25.032545
2003-06-16 00:00:00,-32.35417,115.60417,18.78947
2003-07-16 00:00:00,-32.35417,115.60417,19.161247
2003-08-16 00:00:00,-32.35417,115.60417,28.00257
2003-09-16 00:00:00,-32.35417,115.60417,36.82719
2003-10-16 00:00:00,-32.35417,115.60417,48.34013
2003-11-16 00:00:00,-32.35417,115.60417,59.288754
2003-12-16 00:00:00,-32.35417,115.60417,65.06385
2004-01-16 00:00:00,-32.35417,115.60417,63.9403
2004-02-16 00:00:00,-32.35417,115.60417,54.526375
2004-03-16 00:00:00,-32.35417,115.60417,48.538277
2004-04-16 00:00:00,-32.35417,115.60417,32.996998
2004-05-16 00:00:00,-32.35417,115.60417,25.067225
2004-06-16 00:00:00,-32.35417,115.60417,17.101608
2004-07-16 00:00:00,-32.35417,115.60417,23.043488
2004-08-16 00:00:00,-32.35417,115.60417,29.65615
2004-09-16 00:00:00,-32.35417,115.60417,40.30241
2004-10-16 00:00:00,-32.35417,115.60417,50.815357
2004-11-16 00:00:00,-32.35417,115.60417,55.446133
2004-12-16 00:00:00,-32.35417,115.60417,64.251656
2005-01-16 00:00:00,-32.35417,115.60417,65.322845
2005-02-16 00:00:00,-32.35417,115.60417,55.502167
2005-03-16 00:00:00,-32.35417,115.60417,38.590004
2005-04-16 00:00:00,-32.35417,115.60417,33.78092
2005-05-16 00:00:00,-32.35417,115.60417,23.692
2005-06-16 00:00:00,-32.35417,115.60417,16.21754
2005-07-16 00:00:00,-32.35417,115.60417,24.477686
2005-08-16 00:00:00,-32.35417,115.60417,24.302114
2005-09-16 00:00:00,-32.35417,115.60417,38.52718
2005-10-16 00:00:00,-32.35417,115.60417,50.87824
2005-11-16 00:00:00,-32.35417,115.60417,60.958675
2005-12-16 00:00:00,-32.35417,115.60417,62.76535
2006-01-16 00:00:00,-32.35417,115.60417,53.576595
2006-02-16 00:00:00,-32.35417,115.60417,57.004623
2006-03-16 00:00:00,-32.35417,115.60417,47.147213
2006-04-16 00:00:00,-32.35417,115.60417,35.39221
2006-05-16 00:00:00,-32.35417,115.60417,25.171934
2006-06-16 00:00:00,-32.35417,115.60417,21.926811
2006-07-16 00:00:00,-32.35417,115.60417,21.125864
2006-08-16 00:00:00,-32.35417,115.60417,27.513529
2006-09-16 00:00:00,-32.35417,115.60417,39.680687
2006-10-16 00:00:00,-32.35417,115.60417,52.432343
2006-11-16 00:00:00,-32.35417,115.60417,54.02814
2006-12-16 00:00:00,-32.35417,115.60417,61.828648
2007-01-16 00:00:00,-32.35417,115.60417,59.03485
